tour,code_departement,departement,code_nuance,nuance,voix
1,33,GIRONDE,DVD,DIVERS DROITE,13779.0
1,33,GIRONDE,EXD,EXTREME DROITE,1059.0
1,33,GIRONDE,EXG,EXTREME GAUCHE,8548.0
1,33,GIRONDE,FRN,FRONT NATIONAL,56408.0
1,33,GIRONDE,GEC,GENERATION ECOLOGIE,24383.0
1,33,GIRONDE,MAJ,MAJORITE PRESIDENTIELLE,3885.0
1,33,GIRONDE,RDG,RADICAL DE GAUCHE,1426.0
1,33,GIRONDE,REG,REGIONALISTE,586.0
1,33,GIRONDE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,95936.0
1,33,GIRONDE,SOC,SOCIALISTE,124701.0
1,33,GIRONDE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,92137.0
1,33,GIRONDE,VEC,VERTS ECOLOGIE,18626.0
1,33,GIRONDE,abstentions,abstentions,244548.0
1,33,GIRONDE,blancs_nuls,blancs_nuls,30494.0
1,34,HERAULT,COM,COMMUNISTE,40817.0
1,34,HERAULT,DIV,DIVERS,11134.0
1,34,HERAULT,DVD,DIVERS DROITE,5886.0
1,34,HERAULT,EXD,EXTREME DROITE,3046.0
1,34,HERAULT,EXG,EXTREME GAUCHE,4424.0
1,34,HERAULT,FRN,FRONT NATIONAL,54010.0
1,34,HERAULT,GEC,GENERATION ECOLOGIE,19134.0
1,34,HERAULT,MAJ,MAJORITE PRESIDENTIELLE,25024.0
1,34,HERAULT,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,62321.0
1,34,HERAULT,SOC,SOCIALISTE,59582.0
1,34,HERAULT,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,66022.0
1,34,HERAULT,VEC,VERTS ECOLOGIE,12274.0
1,34,HERAULT,abstentions,abstentions,168762.0
1,34,HERAULT,blancs_nuls,blancs_nuls,20151.0
1,35,ILLE ET VILAINE,COM,COMMUNISTE,14941.0
1,35,ILLE ET VILAINE,DIV,DIVERS,12700.0
1,35,ILLE ET VILAINE,DVD,DIVERS DROITE,12484.0
1,35,ILLE ET VILAINE,EXG,EXTREME GAUCHE,7922.0
1,35,ILLE ET VILAINE,FRN,FRONT NATIONAL,25424.0
1,35,ILLE ET VILAINE,GEC,GENERATION ECOLOGIE,16245.0
1,35,ILLE ET VILAINE,MAJ,MAJORITE PRESIDENTIELLE,10234.0
1,35,ILLE ET VILAINE,REG,REGIONALISTE,1962.0
1,35,ILLE ET VILAINE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,28622.0
1,35,ILLE ET VILAINE,SOC,SOCIALISTE,62171.0
1,35,ILLE ET VILAINE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,155539.0
1,35,ILLE ET VILAINE,VEC,VERTS ECOLOGIE,23520.0
1,35,ILLE ET VILAINE,abstentions,abstentions,171587.0
1,35,ILLE ET VILAINE,blancs_nuls,blancs_nuls,21416.0
1,36,INDRE,COM,COMMUNISTE,11476.0
1,36,INDRE,DIV,DIVERS,2316.0
1,36,INDRE,DVD,DIVERS DROITE,11206.0
1,36,INDRE,FRN,FRONT NATIONAL,12531.0
1,36,INDRE,MAJ,MAJORITE PRESIDENTIELLE,1575.0
1,36,INDRE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,22324.0
1,36,INDRE,SOC,SOCIALISTE,37248.0
1,36,INDRE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,18743.0
1,36,INDRE,VEC,VERTS ECOLOGIE,4319.0
1,36,INDRE,abstentions,abstentions,50069.0
1,36,INDRE,blancs_nuls,blancs_nuls,9044.0
1,37,INDRE ET LOIRE ,COM,COMMUNISTE,15056.0
1,37,INDRE ET LOIRE ,DIV,DIVERS,8895.0
1,37,INDRE ET LOIRE ,DVD,DIVERS DROITE,27968.0
1,37,INDRE ET LOIRE ,EXG,EXTREME GAUCHE,6854.0
1,37,INDRE ET LOIRE ,FRN,FRONT NATIONAL,26061.0
1,37,INDRE ET LOIRE ,GEC,GENERATION ECOLOGIE,14922.0
1,37,INDRE ET LOIRE ,MAJ,MAJORITE PRESIDENTIELLE,12147.0
1,37,INDRE ET LOIRE ,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,48926.0
1,37,INDRE ET LOIRE ,SOC,SOCIALISTE,35643.0
1,37,INDRE ET LOIRE ,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,29593.0
1,37,INDRE ET LOIRE ,VEC,VERTS ECOLOGIE,8147.0
1,37,INDRE ET LOIRE ,abstentions,abstentions,110894.0
1,37,INDRE ET LOIRE ,blancs_nuls,blancs_nuls,15440.0
1,38,ISERE,COM,COMMUNISTE,42001.0
1,38,ISERE,DIV,DIVERS,17360.0
1,38,ISERE,DVD,DIVERS DROITE,15523.0
1,38,ISERE,EXG,EXTREME GAUCHE,7953.0
1,38,ISERE,FRN,FRONT NATIONAL,60364.0
1,38,ISERE,GEC,GENERATION ECOLOGIE,16896.0
1,38,ISERE,MAJ,MAJORITE PRESIDENTIELLE,9812.0
1,38,ISERE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,85288.0
1,38,ISERE,SOC,SOCIALISTE,70591.0
1,38,ISERE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,74032.0
1,38,ISERE,VEC,VERTS ECOLOGIE,19926.0
1,38,ISERE,abstentions,abstentions,211850.0
1,38,ISERE,blancs_nuls,blancs_nuls,21773.0
1,39,JURA,COM,COMMUNISTE,8236.0
1,39,JURA,DIV,DIVERS,8648.0
1,39,JURA,DVD,DIVERS DROITE,3212.0
1,39,JURA,EXG,EXTREME GAUCHE,1605.0
1,39,JURA,FRN,FRONT NATIONAL,12996.0
1,39,JURA,GEC,GENERATION ECOLOGIE,815.0
1,39,JURA,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,30082.0
1,39,JURA,SOC,SOCIALISTE,18571.0
1,39,JURA,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,21072.0
1,39,JURA,VEC,VERTS ECOLOGIE,8728.0
1,39,JURA,abstentions,abstentions,54274.0
1,39,JURA,blancs_nuls,blancs_nuls,7914.0
1,40,LANDES,COM,COMMUNISTE,15929.0
1,40,LANDES,DIV,DIVERS,4103.0
1,40,LANDES,EXD,EXTREME DROITE,561.0
1,40,LANDES,FRN,FRONT NATIONAL,12869.0
1,40,LANDES,GEC,GENERATION ECOLOGIE,3345.0
1,40,LANDES,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,22649.0
1,40,LANDES,SOC,SOCIALISTE,59301.0
1,40,LANDES,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,43766.0
1,40,LANDES,VEC,VERTS ECOLOGIE,5198.0
1,40,LANDES,abstentions,abstentions,62917.0
1,40,LANDES,blancs_nuls,blancs_nuls,10768.0
1,41,LOIR ET CHER,COM,COMMUNISTE,11831.0
1,41,LOIR ET CHER,DIV,DIVERS,4612.0
1,41,LOIR ET CHER,DVD,DIVERS DROITE,10708.0
1,41,LOIR ET CHER,FRN,FRONT NATIONAL,17877.0
1,41,LOIR ET CHER,GEC,GENERATION ECOLOGIE,5590.0
1,41,LOIR ET CHER,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,22133.0
1,41,LOIR ET CHER,SOC,SOCIALISTE,41887.0
1,41,LOIR ET CHER,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,35978.0
1,41,LOIR ET CHER,VEC,VERTS ECOLOGIE,3752.0
1,41,LOIR ET CHER,abstentions,abstentions,58512.0
1,41,LOIR ET CHER,blancs_nuls,blancs_nuls,10838.0
1,42,LOIRE,COM,COMMUNISTE,30090.0
1,42,LOIRE,DIV,DIVERS,11998.0
1,42,LOIRE,DVD,DIVERS DROITE,17735.0
1,42,LOIRE,EXG,EXTREME GAUCHE,4683.0
1,42,LOIRE,FRN,FRONT NATIONAL,47027.0
1,42,LOIRE,GEC,GENERATION ECOLOGIE,12282.0
1,42,LOIRE,MAJ,MAJORITE PRESIDENTIELLE,2974.0
1,42,LOIRE,RDG,RADICAL DE GAUCHE,4324.0
1,42,LOIRE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,29278.0
1,42,LOIRE,SOC,SOCIALISTE,34343.0
1,42,LOIRE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,99401.0
1,42,LOIRE,VEC,VERTS ECOLOGIE,10596.0
1,42,LOIRE,abstentions,abstentions,162105.0
1,42,LOIRE,blancs_nuls,blancs_nuls,15634.0
1,43,HAUTE LOIRE,COM,COMMUNISTE,5633.0
1,43,HAUTE LOIRE,DIV,DIVERS,2719.0
1,43,HAUTE LOIRE,DVD,DIVERS DROITE,5409.0
1,43,HAUTE LOIRE,EXG,EXTREME GAUCHE,1499.0
1,43,HAUTE LOIRE,FRN,FRONT NATIONAL,11407.0
1,43,HAUTE LOIRE,GEC,GENERATION ECOLOGIE,4698.0
1,43,HAUTE LOIRE,RDG,RADICAL DE GAUCHE,1421.0
1,43,HAUTE LOIRE,SOC,SOCIALISTE,12738.0
1,43,HAUTE LOIRE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,57689.0
1,43,HAUTE LOIRE,VEC,VERTS ECOLOGIE,3521.0
1,43,HAUTE LOIRE,abstentions,abstentions,44231.0
1,43,HAUTE LOIRE,blancs_nuls,blancs_nuls,7650.0
1,44,LOIRE ATLANTIQUE,COM,COMMUNISTE,27064.0
1,44,LOIRE ATLANTIQUE,DIV,DIVERS,15511.0
1,44,LOIRE ATLANTIQUE,DVD,DIVERS DROITE,9995.0
1,44,LOIRE ATLANTIQUE,EXG,EXTREME GAUCHE,11023.0
1,44,LOIRE ATLANTIQUE,FRN,FRONT NATIONAL,41496.0
1,44,LOIRE ATLANTIQUE,GEC,GENERATION ECOLOGIE,22234.0
1,44,LOIRE ATLANTIQUE,MAJ,MAJORITE PRESIDENTIELLE,5246.0
1,44,LOIRE ATLANTIQUE,RDG,RADICAL DE GAUCHE,1989.0
1,44,LOIRE ATLANTIQUE,REG,REGIONALISTE,3451.0
1,44,LOIRE ATLANTIQUE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,144567.0
1,44,LOIRE ATLANTIQUE,SOC,SOCIALISTE,97877.0
1,44,LOIRE ATLANTIQUE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,77099.0
1,44,LOIRE ATLANTIQUE,VEC,VERTS ECOLOGIE,24736.0
1,44,LOIRE ATLANTIQUE,abstentions,abstentions,231895.0
1,44,LOIRE ATLANTIQUE,blancs_nuls,blancs_nuls,29218.0
1,45,LOIRET,COM,COMMUNISTE,24174.0
1,45,LOIRET,DIV,DIVERS,5375.0
1,45,LOIRET,DVD,DIVERS DROITE,7436.0
1,45,LOIRET,EXG,EXTREME GAUCHE,9678.0
1,45,LOIRET,FRN,FRONT NATIONAL,35376.0
1,45,LOIRET,GEC,GENERATION ECOLOGIE,8713.0
1,45,LOIRET,MAJ,MAJORITE PRESIDENTIELLE,5877.0
1,45,LOIRET,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,79096.0
1,45,LOIRET,SOC,SOCIALISTE,38845.0
1,45,LOIRET,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,35283.0
1,45,LOIRET,VEC,VERTS ECOLOGIE,13278.0
1,45,LOIRET,abstentions,abstentions,106844.0
1,45,LOIRET,blancs_nuls,blancs_nuls,13729.0
1,46,LOT,COM,COMMUNISTE,6699.0
1,46,LOT,DIV,DIVERS,3682.0
1,46,LOT,DVD,DIVERS DROITE,9761.0
1,46,LOT,EXG,EXTREME GAUCHE,587.0
1,46,LOT,FRN,FRONT NATIONAL,4752.0
1,46,LOT,GEC,GENERATION ECOLOGIE,2305.0
1,46,LOT,RDG,RADICAL DE GAUCHE,13635.0
1,46,LOT,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,17386.0
1,46,LOT,SOC,SOCIALISTE,15858.0
1,46,LOT,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,10132.0
1,46,LOT,VEC,VERTS ECOLOGIE,3087.0
1,46,LOT,abstentions,abstentions,29938.0
1,46,LOT,blancs_nuls,blancs_nuls,5938.0
1,47,LOT ET GARONNE ,COM,COMMUNISTE,15791.0
1,47,LOT ET GARONNE ,DIV,DIVERS,4847.0
1,47,LOT ET GARONNE ,DVD,DIVERS DROITE,3059.0
1,47,LOT ET GARONNE ,EXG,EXTREME GAUCHE,2454.0
1,47,LOT ET GARONNE ,FRN,FRONT NATIONAL,19603.0
1,47,LOT ET GARONNE ,GEC,GENERATION ECOLOGIE,5652.0
1,47,LOT ET GARONNE ,REG,REGIONALISTE,3104.0
1,47,LOT ET GARONNE ,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,31897.0
1,47,LOT ET GARONNE ,SOC,SOCIALISTE,29366.0
1,47,LOT ET GARONNE ,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,30012.0
1,47,LOT ET GARONNE ,VEC,VERTS ECOLOGIE,4805.0
1,47,LOT ET GARONNE ,abstentions,abstentions,62590.0
1,47,LOT ET GARONNE ,blancs_nuls,blancs_nuls,11765.0
1,48,LOZERE,COM,COMMUNISTE,2851.0
1,48,LOZERE,DIV,DIVERS,817.0
1,48,LOZERE,FRN,FRONT NATIONAL,2341.0
1,48,LOZERE,GEC,GENERATION ECOLOGIE,1113.0
1,48,LOZERE,SOC,SOCIALISTE,5771.0
1,48,LOZERE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,28209.0
1,48,LOZERE,VEC,VERTS ECOLOGIE,812.0
1,48,LOZERE,abstentions,abstentions,13128.0
1,48,LOZERE,blancs_nuls,blancs_nuls,1878.0
1,49,MAINE ET LOIRE ,COM,COMMUNISTE,13974.0
1,49,MAINE ET LOIRE ,DIV,DIVERS,8692.0
1,49,MAINE ET LOIRE ,DVD,DIVERS DROITE,17628.0
1,49,MAINE ET LOIRE ,EXG,EXTREME GAUCHE,21458.0
1,49,MAINE ET LOIRE ,FRN,FRONT NATIONAL,29142.0
1,49,MAINE ET LOIRE ,GEC,GENERATION ECOLOGIE,9174.0
1,49,MAINE ET LOIRE ,MAJ,MAJORITE PRESIDENTIELLE,3565.0
1,49,MAINE ET LOIRE ,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,22872.0
1,49,MAINE ET LOIRE ,SOC,SOCIALISTE,44017.0
1,49,MAINE ET LOIRE ,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,139342.0
1,49,MAINE ET LOIRE ,VEC,VERTS ECOLOGIE,7764.0
1,49,MAINE ET LOIRE ,abstentions,abstentions,140039.0
1,49,MAINE ET LOIRE ,blancs_nuls,blancs_nuls,23773.0
1,50,MANCHE,COM,COMMUNISTE,9297.0
1,50,MANCHE,DIV,DIVERS,6986.0
1,50,MANCHE,DVD,DIVERS DROITE,15546.0
1,50,MANCHE,EXG,EXTREME GAUCHE,1393.0
1,50,MANCHE,FRN,FRONT NATIONAL,21879.0
1,50,MANCHE,GEC,GENERATION ECOLOGIE,7072.0
1,50,MANCHE,MAJ,MAJORITE PRESIDENTIELLE,1189.0
1,50,MANCHE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,72488.0
1,50,MANCHE,SOC,SOCIALISTE,33805.0
1,50,MANCHE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,44731.0
1,50,MANCHE,VEC,VERTS ECOLOGIE,12718.0
1,50,MANCHE,abstentions,abstentions,107027.0
1,50,MANCHE,blancs_nuls,blancs_nuls,12695.0
1,51,MARNE,COM,COMMUNISTE,19120.0
1,51,MARNE,DIV,DIVERS,11969.0
1,51,MARNE,DVD,DIVERS DROITE,10099.0
1,51,MARNE,EXD,EXTREME DROITE,3573.0
1,51,MARNE,EXG,EXTREME GAUCHE,1466.0
1,51,MARNE,FRN,FRONT NATIONAL,31581.0
1,51,MARNE,GEC,GENERATION ECOLOGIE,6863.0
1,51,MARNE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,59593.0
1,51,MARNE,SOC,SOCIALISTE,37653.0
1,51,MARNE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,37668.0
1,51,MARNE,VEC,VERTS ECOLOGIE,7539.0
1,51,MARNE,abstentions,abstentions,121486.0
1,51,MARNE,blancs_nuls,blancs_nuls,11039.0
1,52,HAUTE MARNE,COM,COMMUNISTE,7952.0
1,52,HAUTE MARNE,DIV,DIVERS,3856.0
1,52,HAUTE MARNE,DVD,DIVERS DROITE,10238.0
1,52,HAUTE MARNE,EXG,EXTREME GAUCHE,1069.0
1,52,HAUTE MARNE,FRN,FRONT NATIONAL,12015.0
1,52,HAUTE MARNE,GEC,GENERATION ECOLOGIE,2760.0
1,52,HAUTE MARNE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,10051.0
1,52,HAUTE MARNE,SOC,SOCIALISTE,14796.0
1,52,HAUTE MARNE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,26489.0
1,52,HAUTE MARNE,VEC,VERTS ECOLOGIE,2469.0
1,52,HAUTE MARNE,abstentions,abstentions,48027.0
1,52,HAUTE MARNE,blancs_nuls,blancs_nuls,6243.0
1,53,MAYENNE,COM,COMMUNISTE,4521.0
1,53,MAYENNE,DIV,DIVERS,5252.0
1,53,MAYENNE,DVD,DIVERS DROITE,7982.0
1,53,MAYENNE,EXD,EXTREME DROITE,1606.0
1,53,MAYENNE,EXG,EXTREME GAUCHE,1415.0
1,53,MAYENNE,FRN,FRONT NATIONAL,10807.0
1,53,MAYENNE,GEC,GENERATION ECOLOGIE,4246.0
1,53,MAYENNE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,26387.0
1,53,MAYENNE,SOC,SOCIALISTE,15637.0
1,53,MAYENNE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,49306.0
1,53,MAYENNE,VEC,VERTS ECOLOGIE,8067.0
1,53,MAYENNE,abstentions,abstentions,55365.0
1,53,MAYENNE,blancs_nuls,blancs_nuls,12465.0
1,54,MEURTHE ET MOSELLE,COM,COMMUNISTE,23105.0
1,54,MEURTHE ET MOSELLE,DIV,DIVERS,26107.0
1,54,MEURTHE ET MOSELLE,DVD,DIVERS DROITE,11671.0
1,54,MEURTHE ET MOSELLE,EXD,EXTREME DROITE,165.0
1,54,MEURTHE ET MOSELLE,EXG,EXTREME GAUCHE,8108.0
1,54,MEURTHE ET MOSELLE,FRN,FRONT NATIONAL,36180.0
1,54,MEURTHE ET MOSELLE,GEC,GENERATION ECOLOGIE,6513.0
1,54,MEURTHE ET MOSELLE,MAJ,MAJORITE PRESIDENTIELLE,1688.0
1,54,MEURTHE ET MOSELLE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,41527.0
1,54,MEURTHE ET MOSELLE,SOC,SOCIALISTE,54925.0
1,54,MEURTHE ET MOSELLE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,51923.0
1,54,MEURTHE ET MOSELLE,VEC,VERTS ECOLOGIE,8999.0
1,54,MEURTHE ET MOSELLE,abstentions,abstentions,159572.0
1,54,MEURTHE ET MOSELLE,blancs_nuls,blancs_nuls,16435.0
1,55,MEUSE,COM,COMMUNISTE,4563.0
1,55,MEUSE,DIV,DIVERS,7822.0
1,55,MEUSE,DVD,DIVERS DROITE,9811.0
1,55,MEUSE,FRN,FRONT NATIONAL,9906.0
1,55,MEUSE,GEC,GENERATION ECOLOGIE,2167.0
1,55,MEUSE,MAJ,MAJORITE PRESIDENTIELLE,1268.0
1,55,MEUSE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,8560.0
1,55,MEUSE,SOC,SOCIALISTE,16956.0
1,55,MEUSE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,26613.0
1,55,MEUSE,VEC,VERTS ECOLOGIE,3221.0
1,55,MEUSE,abstentions,abstentions,43701.0
1,55,MEUSE,blancs_nuls,blancs_nuls,5652.0
1,56,MORBIHAN,COM,COMMUNISTE,25302.0
1,56,MORBIHAN,DIV,DIVERS,9173.0
1,56,MORBIHAN,DVD,DIVERS DROITE,31996.0
1,56,MORBIHAN,EXG,EXTREME GAUCHE,1093.0
1,56,MORBIHAN,FRN,FRONT NATIONAL,30615.0
1,56,MORBIHAN,GEC,GENERATION ECOLOGIE,12327.0
1,56,MORBIHAN,MAJ,MAJORITE PRESIDENTIELLE,1334.0
1,56,MORBIHAN,REG,REGIONALISTE,4067.0
1,56,MORBIHAN,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,41837.0
1,56,MORBIHAN,SOC,SOCIALISTE,51170.0
1,56,MORBIHAN,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,95675.0
1,56,MORBIHAN,VEC,VERTS ECOLOGIE,9972.0
1,56,MORBIHAN,abstentions,abstentions,129953.0
1,56,MORBIHAN,blancs_nuls,blancs_nuls,17576.0
1,57,MOSELLE,COM,COMMUNISTE,21564.0
1,57,MOSELLE,DIV,DIVERS,39097.0
1,57,MOSELLE,DVD,DIVERS DROITE,46402.0
1,57,MOSELLE,EXD,EXTREME DROITE,114.0
1,57,MOSELLE,EXG,EXTREME GAUCHE,4851.0
1,57,MOSELLE,FRN,FRONT NATIONAL,61329.0
1,57,MOSELLE,GEC,GENERATION ECOLOGIE,15474.0
1,57,MOSELLE,MAJ,MAJORITE PRESIDENTIELLE,26994.0
1,57,MOSELLE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,80934.0
1,57,MOSELLE,SOC,SOCIALISTE,55595.0
1,57,MOSELLE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,41069.0
1,57,MOSELLE,VEC,VERTS ECOLOGIE,14797.0
1,57,MOSELLE,abstentions,abstentions,250420.0
1,57,MOSELLE,blancs_nuls,blancs_nuls,26883.0
1,58,NIEVRE,COM,COMMUNISTE,15278.0
1,58,NIEVRE,DIV,DIVERS,6120.0
1,58,NIEVRE,DVD,DIVERS DROITE,1135.0
1,58,NIEVRE,EXG,EXTREME GAUCHE,944.0
1,58,NIEVRE,FRN,FRONT NATIONAL,10982.0
1,58,NIEVRE,GEC,GENERATION ECOLOGIE,1949.0
1,58,NIEVRE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,27049.0
1,58,NIEVRE,SOC,SOCIALISTE,32994.0
1,58,NIEVRE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,12434.0
1,58,NIEVRE,VEC,VERTS ECOLOGIE,4360.0
1,58,NIEVRE,abstentions,abstentions,54231.0
1,58,NIEVRE,blancs_nuls,blancs_nuls,7375.0
1,59,NORD,COM,COMMUNISTE,152339.0
1,59,NORD,DIV,DIVERS,47234.0
1,59,NORD,DVD,DIVERS DROITE,105747.0
1,59,NORD,EXD,EXTREME DROITE,1287.0
1,59,NORD,EXG,EXTREME GAUCHE,19817.0
1,59,NORD,FRN,FRONT NATIONAL,170306.0
1,59,NORD,GEC,GENERATION ECOLOGIE,33370.0
1,59,NORD,MAJ,MAJORITE PRESIDENTIELLE,15267.0
1,59,NORD,RDG,RADICAL DE GAUCHE,4454.0
1,59,NORD,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,198464.0
1,59,NORD,SOC,SOCIALISTE,204878.0
1,59,NORD,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,108221.0
1,59,NORD,VEC,VERTS ECOLOGIE,43128.0
1,59,NORD,abstentions,abstentions,494762.0
1,59,NORD,blancs_nuls,blancs_nuls,59867.0
1,60,OISE,COM,COMMUNISTE,29877.0
1,60,OISE,DIV,DIVERS,12694.0
1,60,OISE,DVD,DIVERS DROITE,8863.0
1,60,OISE,EXD,EXTREME DROITE,190.0
1,60,OISE,EXG,EXTREME GAUCHE,8864.0
1,60,OISE,FRN,FRONT NATIONAL,52618.0
1,60,OISE,GEC,GENERATION ECOLOGIE,12778.0
1,60,OISE,MAJ,MAJORITE PRESIDENTIELLE,1149.0
1,60,OISE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,103705.0
1,60,OISE,SOC,SOCIALISTE,45893.0
1,60,OISE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,31361.0
1,60,OISE,VEC,VERTS ECOLOGIE,12814.0
1,60,OISE,abstentions,abstentions,135728.0
1,60,OISE,blancs_nuls,blancs_nuls,16340.0
1,61,ORNE,COM,COMMUNISTE,6237.0
1,61,ORNE,DIV,DIVERS,4932.0
1,61,ORNE,DVD,DIVERS DROITE,4665.0
1,61,ORNE,EXD,EXTREME DROITE,1458.0
1,61,ORNE,FRN,FRONT NATIONAL,14735.0
1,61,ORNE,GEC,GENERATION ECOLOGIE,3225.0
1,61,ORNE,RDG,RADICAL DE GAUCHE,11400.0
1,61,ORNE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,28801.0
1,61,ORNE,SOC,SOCIALISTE,13715.0
1,61,ORNE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,46418.0
1,61,ORNE,VEC,VERTS ECOLOGIE,7069.0
1,61,ORNE,abstentions,abstentions,60841.0
1,61,ORNE,blancs_nuls,blancs_nuls,8301.0
1,62,PAS DE CALAIS,COM,COMMUNISTE,113882.0
1,62,PAS DE CALAIS,DIV,DIVERS,36552.0
1,62,PAS DE CALAIS,DVD,DIVERS DROITE,43652.0
1,62,PAS DE CALAIS,EXG,EXTREME GAUCHE,8326.0
1,62,PAS DE CALAIS,FRN,FRONT NATIONAL,71536.0
1,62,PAS DE CALAIS,GEC,GENERATION ECOLOGIE,17021.0
1,62,PAS DE CALAIS,MAJ,MAJORITE PRESIDENTIELLE,21053.0
1,62,PAS DE CALAIS,RDG,RADICAL DE GAUCHE,16194.0
1,62,PAS DE CALAIS,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,75505.0
1,62,PAS DE CALAIS,SOC,SOCIALISTE,177433.0
1,62,PAS DE CALAIS,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,101859.0
1,62,PAS DE CALAIS,VEC,VERTS ECOLOGIE,18845.0
1,62,PAS DE CALAIS,abstentions,abstentions,262839.0
1,62,PAS DE CALAIS,blancs_nuls,blancs_nuls,43565.0
1,63,PUY DE DOME,COM,COMMUNISTE,22535.0
1,63,PUY DE DOME,DIV,DIVERS,10155.0
1,63,PUY DE DOME,DVD,DIVERS DROITE,1757.0
1,63,PUY DE DOME,EXG,EXTREME GAUCHE,4831.0
1,63,PUY DE DOME,FRN,FRONT NATIONAL,23277.0
1,63,PUY DE DOME,GEC,GENERATION ECOLOGIE,8769.0
1,63,PUY DE DOME,MAJ,MAJORITE PRESIDENTIELLE,7551.0
1,63,PUY DE DOME,RDG,RADICAL DE GAUCHE,1.0
1,63,PUY DE DOME,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,24680.0
1,63,PUY DE DOME,SOC,SOCIALISTE,64563.0
1,63,PUY DE DOME,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,93461.0
1,63,PUY DE DOME,VEC,VERTS ECOLOGIE,11558.0
1,63,PUY DE DOME,abstentions,abstentions,116870.0
1,63,PUY DE DOME,blancs_nuls,blancs_nuls,18922.0
1,64,PYRENEES ATLANTIQUES,COM,COMMUNISTE,17655.0
1,64,PYRENEES ATLANTIQUES,DIV,DIVERS,14586.0
1,64,PYRENEES ATLANTIQUES,DVD,DIVERS DROITE,31090.0
1,64,PYRENEES ATLANTIQUES,EXG,EXTREME GAUCHE,1566.0
1,64,PYRENEES ATLANTIQUES,FRN,FRONT NATIONAL,22467.0
1,64,PYRENEES ATLANTIQUES,GEC,GENERATION ECOLOGIE,9062.0
1,64,PYRENEES ATLANTIQUES,REG,REGIONALISTE,8373.0
1,64,PYRENEES ATLANTIQUES,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,66173.0
1,64,PYRENEES ATLANTIQUES,SOC,SOCIALISTE,63266.0
